recipe_id,country_code,category,recipe_url,difficulty,name_en,info_short_en,info_long_en,wine_short_en,wine_long_en,name_nl,info_short_nl,info_long_nl,wine_short_nl,wine_long_nl,name_de,info_short_de,info_long_de,wine_short_de,wine_long_de,name_fr,info_short_fr,info_long_fr,wine_short_fr,wine_long_fr
ar_panqueques_con_dulce_de_leche,AR,dessert,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/375.jpg,2,Dulce de leche pancakes,Warm dulce crêpes,"Argentine panqueques are thin, delicate crepes rolled around dulce de leche and traditionally finished with a brief sizzle in butter and a dusting of sugar. Served warm as a classic restaurant dessert and home treat, they highlight Argentina’s love for dulce de leche with a simple, comforting presentation.",Dessert wine (Moscato),"Lightly sweet Moscato complements dulce de leche’s caramel notes, while a small pour of Tawny-style dessert wine echoes the buttery finish. For a non-alcoholic option, serve espresso or strong black coffee, or sparkling water with lemon.",Pannenkoeken met dulce de leche,Warme crêpes met dulce,"Argentijnse panqueques zijn dunne, fijne crêpes gerold rond dulce de leche en traditioneel kort afgewerkt in boter met een beetje suiker erover. Warm geserveerd als klassiek restaurantdessert en huiselijke traktatie laten ze Argentinië’s liefde voor dulce de leche zien in een eenvoudige troostrijke vorm.",Dessertwijn (Moscato),"Lichtzoete Moscato past goed bij de karameltonen van dulce de leche, terwijl een klein glas dessertwijn in tawny-stijl de boterige afdronk mooi weerspiegelt. Alcoholvrij: espresso of sterke zwarte koffie, of bruiswater met citroen.",Pfannkuchen mit Dulce de Leche,Warme Crêpes mit Dulce,"Argentinische Panqueques sind dünne, zarte Crêpes, die um Dulce de leche gerollt und traditionell kurz in Butter geschwenkt und mit Zucker bestäubt werden. Warm serviert als klassisches Restaurantdessert und hausgemachte Leckerei zeigen sie Argentiniens Liebe zu Dulce de leche in einfacher wohltuender Form.",Dessertwein (Moscato),"Leicht süßer Moscato ergänzt die Karamellnoten von Dulce de Leche, während ein kleiner Schluck Dessertwein im Tawny-Stil den buttrigen Abgang aufgreift. Alkoholfrei: Espresso oder starker schwarzer Kaffee oder Sprudelwasser mit Zitrone.",Pancakes au dulce de leche,Crêpes chaudes dulce,Vin moelleux (Moscato),Crêpes chaudes au dulce de leche,"Un Moscato légèrement doux accompagne bien les notes de caramel du dulce de leche, tandis qu’une petite dose de vin doux de style tawny rappelle la finale beurrée. Sans alcool : espresso ou café noir corsé, ou eau pétillante au citron."
ar_parrillada,AR,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/376.jpg,4,Parrillada,Mixed grill classic,"Parrillada is Argentina’s classic mixed grill cooked over a wood or charcoal parrilla, featuring a spread of beef cuts, sausages, and traditional offal, served family-style straight from the grill. It’s central to asado culture and is meant for sharing, typically accompanied by crusty bread and bright condiments like chimichurri and salsa criolla to balance the rich, smoky meats.",Red wine (Malbec),"Malbec is the quintessential pairing for a parrillada, standing up to char, fat, and sausage spice, while a peppery Bonarda also works well. For a non-alcoholic option, serve sparkling water with lemon or cold yerba mate to refresh between bites.",Parrillada,Klassieke mixed grill,"Parrillada is Argentinië’s klassieke mixed grill, bereid op een parrilla boven hout of houtskool, met verschillende stukken rundvlees, worsten en traditionele orgaanvleesgerechten, geserveerd in familiestijl rechtstreeks van de grill. Het staat centraal in de asadocultuur en is bedoeld om te delen, meestal met knapperig brood en frisse sauzen zoals chimichurri en salsa criolla om het rijke rokerige vlees in balans te brengen.",Rode wijn (Malbec),"Malbec is de klassieke pairing bij een parrillada, stevig genoeg voor grilltonen, vet en kruidige worst, terwijl een peperige Bonarda ook goed werkt. Alcoholvrij: bruiswater met citroen of koude yerba mate om tussen happen door op te frissen.",Parrillada,Klassischer Grillteller,"Parrillada ist Argentiniens klassischer Mixed Grill, auf einer Parrilla über Holz oder Holzkohle gegart, mit verschiedenen Rindfleischstücken, Würsten und traditionellem Innereienfleisch, im Familienstil direkt vom Grill serviert. Sie steht im Zentrum der Asado-Kultur und ist zum Teilen gedacht, typischerweise mit knusprigem Brot und frischen Beilagen wie Chimichurri und Salsa criolla, die die reichhaltigen rauchigen Fleischsorten ausgleichen.",Rotwein (Malbec),"Malbec ist die klassische Begleitung zu einer Parrillada, stark genug für Röstaromen, Fett und Wurstwürze, während auch ein pfeffriger Bonarda gut funktioniert. Alkoholfrei: Sprudelwasser mit Zitrone oder kalte Yerba Mate zur Erfrischung zwischen den Bissen.",Parrillada,Grillade mixte classique,Vin rouge (Malbec),"Grillade mixte, grand classique","Le Malbec est l’accord incontournable pour une parrillada, capable de tenir face aux notes grillées, au gras et aux épices des saucisses, tandis qu’un Bonarda poivré fonctionne aussi très bien. Sans alcool : eau pétillante au citron ou yerba maté bien froid pour rafraîchir entre les bouchées."
ar_pastel_de_papas,AR,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/377.jpg,3,Pastel de papas,Beef potato casserole,"Pastel de papas is Argentina’s comforting shepherd’s-pie-style casserole: a savory ground beef filling cooked with onion, spices, olives, and hard-boiled egg is layered under a smooth mashed potato topping, then baked until golden. It’s a beloved home meal and café staple, served hot in slices with a simple salad for freshness.",Red wine (Malbec),"Malbec pairs naturally with the savory beef and paprika-spiced filling, while a medium-bodied Bonarda is also a solid match. For a non-alcoholic option, serve sparkling water with lemon or cold yerba mate.",Aardappeltaart,Rund-aardappelovenschotel,"Pastel de papas is Argentinië’s troostrijke ovenschotel in shepherd’s-pie-stijl: een hartige vulling van gehakt met ui, kruiden, olijven en hardgekookt ei onder een gladde laag aardappelpuree, daarna goudbruin gebakken. Het is een geliefde huismaaltijd en caféklassieker, heet in plakken geserveerd met een eenvoudige salade voor frisheid.",Rode wijn (Malbec),"Malbec past vanzelf goed bij het hartige rundvlees en de met paprika gekruide vulling, terwijl een middelzware Bonarda ook een prima match is. Alcoholvrij: bruiswater met citroen of koude yerba mate.",Kartoffelauflauf,Rindfleisch-Kartoffelaufl.,"Pastel de papas ist Argentiniens wohltuender Auflauf im Shepherd’s-Pie-Stil: eine herzhafte Hackfleischfüllung mit Zwiebeln, Gewürzen, Oliven und hartgekochtem Ei unter einer glatten Schicht Kartoffelpüree, dann goldbraun gebacken. Er ist ein beliebtes Hausgericht und Café-Klassiker, heiß in Stücken mit einem einfachen Salat für Frische serviert.",Rotwein (Malbec),"Malbec passt ganz natürlich zu herzhaftem Rindfleisch und der mit Paprika gewürzten Füllung, während ein mittelkräftiger Bonarda ebenfalls eine gute Begleitung ist. Alkoholfrei: Sprudelwasser mit Zitrone oder kalte Yerba Mate.",Hachis parmentier,Gratin bœuf-pommes de terre,Vin rouge (Malbec),Gratin de bœuf aux pommes de terre,"Le Malbec s’accorde naturellement avec le bœuf savoureux et la farce relevée au paprika, tandis qu’un Bonarda de corps moyen est aussi un très bon accord. Sans alcool : eau pétillante au citron ou yerba maté bien froid."
ar_provoleta,AR,starter,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/378.jpg,1,Grilled provoleta,Grilled provoleta starter,"Provoleta is a classic Argentine asado starter: a thick round of provolone is grilled until bubbling and browned, then finished with oregano and chili flakes and eaten hot with crusty bread. Served straight from the grill pan, it’s meant to be shared at the start of a parrillada while the meats cook.",White wine (Torrontés),"A dry Torrontes or crisp Chardonnay pairs well with the salty, smoky cheese and herbs, while a cold lager is also traditional at an asado. For a non-alcoholic option, serve sparkling water with lemon or cold yerba mate.",Gegrilde provoleta,Gegrilde provoleta vooraf,"Provoleta is een klassieke Argentijnse asado-starter: een dikke ronde provolone wordt gegrild tot hij borrelt en bruint, daarna afgewerkt met oregano en chilivlokken en heet gegeten met knapperig brood. Rechtstreeks uit het grillpannetje geserveerd is het bedoeld om te delen aan het begin van een parrillada terwijl het vlees nog gaart.",Witte wijn (Torrontés),"Een droge Torrontes of frisse Chardonnay past goed bij de zoute, rokerige kaas en kruiden, terwijl een koude lager ook traditioneel is bij een asado. Alcoholvrij: bruiswater met citroen of koude yerba mate.",Gegrillter Provoleta-Käse,Gegrillte Provoleta Vorsp.,"Provoleta ist eine klassische argentinische Asado-Vorspeise: eine dicke Scheibe Provolone wird gegrillt, bis sie blubbert und bräunt, dann mit Oregano und Chiliflocken vollendet und heiß mit knusprigem Brot gegessen. Direkt aus der Grillpfanne serviert, ist sie zum Teilen am Anfang einer Parrillada gedacht, während das Fleisch noch gart.",Weißwein (Torrontés),"Ein trockener Torrontés oder ein frischer Chardonnay passt gut zu salzigem, rauchigem Käse und Kräutern, während ein kaltes Lager bei einem Asado ebenfalls traditionell ist. Alkoholfrei: Sprudelwasser mit Zitrone oder kalte Yerba Mate.",Provoleta grillée,Provoleta grillée entrée,Vin blanc (Torrontés),Provoleta grillée en entrée,"Un Torrontés sec ou un Chardonnay vif s’accorde bien avec le fromage salé et fumé et les herbes, tandis qu’une lager bien fraîche est aussi traditionnelle lors d’un asado. Sans alcool : eau pétillante au citron ou yerba maté bien froid."
ar_queso_y_dulce,AR,dessert,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/379.jpg,1,Queso y dulce,Cheese and quince,"Queso y dulce is a traditional Argentine dessert of a firm fresh cheese served with sweet fruit paste, most famously quince paste, known as vigilante. It’s a simple, classic finish to a meal, enjoyed in homes and bodegones, where the salty, milky cheese contrasts with the dense, fragrant sweetness of the dulce.",Dessert wine (Moscato),"A lightly sweet Moscato complements the quince’s floral sweetness and the salty cheese, while a small pour of sparkling wine also works well. For a non-alcoholic option, serve espresso or strong black coffee, or sparkling water with lemon.",Kaas met zoetigheid,Kaas met kweepeer,"Queso y dulce is een traditioneel Argentijns dessert van stevige verse kaas met zoete fruitpasta, vooral kweeperengelei, bekend als vigilante. Het is een eenvoudige klassieke afsluiter van de maaltijd, gegeten thuis en in bodegones, waar de zoute melkachtige kaas contrasteert met de dichte geurige zoetheid van de dulce.",Dessertwijn (Moscato),"Een lichtzoete Moscato past goed bij de bloemige zoetheid van kweepeer en de zoute kaas, terwijl een klein glas mousserende wijn ook goed werkt. Alcoholvrij: espresso of sterke zwarte koffie, of bruiswater met citroen.",Käse mit Süßem,Käse mit Quitte,"Queso y dulce ist ein traditionelles argentinisches Dessert aus festem Frischkäse mit süßer Fruchtpaste, am bekanntesten Quittenpaste, bekannt als Vigilante. Es ist ein einfacher klassischer Abschluss einer Mahlzeit, genossen zu Hause und in Bodegones, wo der salzige milchige Käse mit der dichten duftenden Süße des Dulce kontrastiert.",Dessertwein (Moscato),"Ein leicht süßer Moscato ergänzt die blumige Süße der Quitte und den salzigen Käse, während ein kleiner Schluck Schaumwein ebenfalls gut funktioniert. Alkoholfrei: Espresso oder starker schwarzer Kaffee oder Sprudelwasser mit Zitrone.",Fromage et confiture,Fromage et coing,Vin moelleux (Moscato),Fromage et coing,"Un Moscato légèrement doux accompagne bien la douceur florale du coing et le fromage salé, tandis qu’une petite dose de vin effervescent fonctionne aussi très bien. Sans alcool : espresso ou café noir corsé, ou eau pétillante au citron."
br_baiao_de_dois,BR,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/380.jpg,3,Baião de dois,Rice and cowpeas classic,"Baião de Dois is a classic dish from Brazil’s Northeast that brings rice and cowpeas together with cured meats, aromatic vegetables, and melted queijo coalho, cooked until the grains are tender and the flavors are deeply savory. It is traditionally served as a hearty communal meal, finished with fresh herbs and accompanied by simple buttery farofa for extra texture.",Red wine (Gamay),"A light, fruity red such as Gamay pairs well with the smoky sausage and cured beef without overpowering the beans and cheese. If you prefer white, choose a crisp, high-acid white like Vermentino. Non-alcoholic pairing: chilled guava juice or a lime soda to cut the richness.",Baião de dois,Rijst met koeerwten,"Baião de Dois is een klassiek gerecht uit het noordoosten van Brazilië dat rijst en cowpeas samenbrengt met gezouten vlees, aromatische groenten en gesmolten queijo coalho, gekookt tot de korrels mals zijn en de smaken diep hartig. Traditioneel wordt het geserveerd als stevige gedeelde maaltijd, afgewerkt met verse kruiden en eenvoudige boterige farofa voor extra textuur.",Rode wijn (Gamay),"Een lichte, fruitige rode wijn zoals Gamay past goed bij de rokerige worst en gezouten rundvlees zonder de bonen en kaas te overheersen. Liever wit, kies dan een frisse witte wijn met hoge zuren zoals Vermentino. Alcoholvrij: gekoeld guavesap of limoensoda om de rijkdom te verlichten.",Baião de dois,Reis mit Augenbohnen,"Baião de Dois ist ein klassisches Gericht aus dem Nordosten Brasiliens, das Reis und Kuhbohnen mit Pökelfleisch, aromatischem Gemüse und geschmolzenem Queijo coalho verbindet, gekocht bis die Körner weich und die Aromen tief herzhaft sind. Traditionell wird es als kräftige gemeinsame Mahlzeit serviert, mit frischen Kräutern vollendet und begleitet von einfacher buttriger Farofa für zusätzliche Textur.",Rotwein (Gamay),"Ein leichter, fruchtiger Rotwein wie Gamay passt gut zu rauchiger Wurst und Pökelfleisch, ohne Bohnen und Käse zu überdecken. Wenn Sie Weißwein bevorzugen, wählen Sie einen frischen, säurebetonten Weißwein wie Vermentino. Alkoholfrei: gekühlter Guavensaft oder Limonensoda, um die Fülle auszugleichen.",Baião de dois,Riz et haricots cornilles,Vin rouge (Gamay),Grand classique de riz et haricots cornilles,"Un rouge léger et fruité comme un Gamay s’accorde bien avec la saucisse fumée et le bœuf séché sans dominer les haricots et le fromage. Si vous préférez le blanc, choisissez un blanc vif et acidulé comme un Vermentino. Sans alcool : jus de goyave bien frais ou soda au citron vert pour alléger la richesse."
br_bobo_de_camarao,BR,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/381.jpg,4,Bobó de camarão,Bahian shrimp cassava,"Bobó de Camarão is a classic Afro-Brazilian dish from Bahia: shrimp cooked in a creamy purée of cassava, enriched with coconut milk and red palm oil (dendê), and seasoned with a Brazilian-style sauté of onion, garlic, tomatoes, peppers, and fresh herbs. It is traditionally served hot and ladled over plain white rice as a comforting, festive main course.",White wine (Viognier),"An aromatic white such as Viognier pairs with the coconut milk and dendê while staying expressive alongside the shrimp and herbs. A dry, crisp rosé also works well. Non-alcoholic pairing: chilled passion fruit juice or sparkling water with lime.",Bobó de camarão,Bahiaanse garnalen cassave,"Bobó de Camarão is een klassiek Afro-Braziliaans gerecht uit Bahia: garnalen in een romige puree van cassave, verrijkt met kokosmelk en rode palmolie (dendê), en op smaak gebracht met een Braziliaanse soffrito van ui, knoflook, tomaten, paprika en verse kruiden. Het wordt traditioneel heet geserveerd en over witte rijst gelepeld als troostrijke feestelijke hoofdschotel.",Witte wijn (Viognier),"Een aromatische witte wijn zoals Viognier past goed bij kokosmelk en dendê en blijft mooi overeind naast de garnalen en kruiden. Een droge, frisse rosé werkt ook goed. Alcoholvrij: gekoeld passievruchtsap of bruiswater met limoen.",Bobó de camarão,Bahianische Garnelen Maniok,"Bobó de Camarão ist ein klassisches afrobrasilianisches Gericht aus Bahia: Garnelen in einem cremigen Maniokpüree, verfeinert mit Kokosmilch und rotem Palmöl (Dendê) und gewürzt mit einer brasilianischen Sauté aus Zwiebeln, Knoblauch, Tomaten, Paprika und frischen Kräutern. Traditionell wird es heiß serviert und über weißen Reis gelöffelt als wohltuendes festliches Hauptgericht.",Weißwein (Viognier),"Ein aromatischer Weißwein wie Viognier passt gut zu Kokosmilch und Dendê und bleibt zugleich ausdrucksstark neben Garnelen und Kräutern. Ein trockener, frischer Rosé funktioniert ebenfalls gut. Alkoholfrei: gekühlter Maracujasaft oder Sprudelwasser mit Limette.",Bobó de camarão,Crevettes bahianaises manioc,Vin blanc (Viognier),Crevettes bahianaises au manioc,Un blanc aromatique comme un Viognier s’accorde bien avec le lait de coco et le dendê tout en restant expressif face aux crevettes et aux herbes. Un rosé sec et vif fonctionne aussi très bien. Sans alcool : jus de fruit de la passion bien frais ou eau pétillante au citron vert.
br_carne_de_sol_com_macaxeira,BR,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/382.jpg,4,Carne de sol with cassava,Salted beef and cassava,"Carne de Sol com Macaxeira is a traditional Northeastern Brazilian plate featuring salted, sun-dried beef that is desalted, cooked until tender, then finished in a hot pan with onions and manteiga de garrafa for a rich, savory gloss. It is served alongside boiled macaxeira (cassava) for a hearty, comforting meal, commonly accompanied by fresh vinagrete and simple buttery farofa.",Red wine (Tempranillo),"A medium-bodied red like Tempranillo pairs well with the salty, buttery beef and the starchy cassava. If you prefer white, a crisp Chardonnay without heavy oak can hold up to the richness. Non-alcoholic pairing: cold cashew juice or sparkling water with lemon.",Carne de sol met cassave,Gezouten rund met cassave,"Carne de Sol com Macaxeira is een traditioneel bord uit het noordoosten van Brazilië met gezouten zongedroogd rundvlees dat wordt ontzout, mals gegaard en daarna afgewerkt in een hete pan met uien en manteiga de garrafa voor een rijke hartige glans. Het wordt geserveerd met gekookte macaxeira (cassave) als stevige troostrijke maaltijd, vaak met verse vinagrete en eenvoudige boterige farofa erbij.",Rode wijn (Tempranillo),"Een middelzware rode wijn zoals Tempranillo past goed bij het zoute, boterige rundvlees en de zetmeelrijke cassave. Liever wit, dan kan een frisse Chardonnay zonder veel hout de rijkdom goed aan. Alcoholvrij: koud cashewsap of bruiswater met citroen.",Carne de sol mit Maniok,Gesalzenes Rind mit Maniok,"Carne de Sol com Macaxeira ist ein traditioneller Teller aus dem Nordosten Brasiliens mit gesalzenem sonnengetrocknetem Rindfleisch, das entsalzt, weich gekocht und dann in einer heißen Pfanne mit Zwiebeln und Manteiga de garrafa für einen reichhaltigen herzhaften Glanz vollendet wird. Dazu gibt es gekochte Macaxeira (Maniok) für eine kräftige wohltuende Mahlzeit, oft mit frischer Vinagrete und einfacher buttriger Farofa.",Rotwein (Tempranillo),"Ein mittelkräftiger Rotwein wie Tempranillo passt gut zu salzigem, buttrigem Rindfleisch und stärkehaltiger Maniok. Wenn Sie Weißwein bevorzugen, kann ein frischer Chardonnay ohne viel Holz die Fülle gut tragen. Alkoholfrei: kalter Cashewsaft oder Sprudelwasser mit Zitrone.",Carne de sol au manioc,Bœuf salé au manioc,Vin rouge (Tempranillo),Bœuf salé au manioc,"Un rouge de corps moyen comme un Tempranillo s’accorde bien avec le bœuf salé et beurré et le manioc riche en amidon. Si vous préférez le blanc, un Chardonnay vif sans boisé marqué peut bien tenir face à la richesse. Sans alcool : jus de cajou bien frais ou eau pétillante au citron."
br_churrasco,BR,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/383.jpg,2,Churrasco,Brazilian churrasco,"Brazilian churrasco is a classic barbecue centered on meats grilled over charcoal, seasoned simply with coarse salt and served sliced straight from the grill. It is traditionally shared outdoors with staples like vinagrete (Brazilian salsa), buttery farofa for crunch, and pão de alho (garlic bread) as an irresistible side to soak up the smoky juices.",Red wine (Malbec),"A bold red such as Malbec pairs naturally with smoky, fatty cuts and sausage, standing up to char and salt. If you prefer something lighter, choose a juicy, low-tannin red like Grenache served slightly cool. Non-alcoholic pairing: chilled guaraná soda or sparkling water with lime.",Churrasco,Braziliaanse churrasco,"Braziliaanse churrasco is een klassieke barbecue rond vlees dat boven houtskool wordt gegrild, eenvoudig gekruid met grof zout en in plakken rechtstreeks van de grill geserveerd. Traditioneel wordt het buiten gedeeld met klassiekers zoals vinagrete (Braziliaanse salsa), boterige farofa voor crunch en pão de alho (knoflookbrood) als onweerstaanbaar bijgerecht om de rokerige sappen op te nemen.",Rode wijn (Malbec),"Een krachtige rode wijn zoals Malbec past vanzelf goed bij rokerige, vette vleessoorten en worst en kan grilltonen en zout goed aan. Liever iets lichters, kies dan een sappige, tanninearme rode wijn zoals Grenache, licht gekoeld geserveerd. Alcoholvrij: gekoelde guaraná of bruiswater met limoen.",Churrasco,Brasilianisches Churrasco,"Brasilianisches Churrasco ist ein klassisches Barbecue rund um über Holzkohle gegrilltes Fleisch, schlicht mit grobem Salz gewürzt und in Scheiben direkt vom Grill serviert. Traditionell wird es draußen geteilt mit Klassikern wie Vinagrete (brasilianische Salsa), buttriger Farofa für Crunch und Pão de alho (Knoblauchbrot) als unwiderstehlicher Beilage zum Aufnehmen der rauchigen Säfte.",Rotwein (Malbec),"Ein kräftiger Rotwein wie Malbec passt ganz natürlich zu rauchigen, fetten Fleischstücken und Wurst und hält Röstaromen und Salz gut stand. Wenn Sie etwas Leichteres bevorzugen, wählen Sie einen saftigen, tanninarmen Rotwein wie Grenache, leicht gekühlt serviert. Alkoholfrei: gekühlte Guaraná-Limonade oder Sprudelwasser mit Limette.",Churrasco,Churrasco brésilien,Vin rouge (Malbec),Churrasco brésilien,"Un rouge puissant comme un Malbec s’accorde naturellement avec les morceaux gras et fumés et les saucisses, en tenant bien face aux notes grillées et au sel. Si vous préférez quelque chose de plus léger, choisissez un rouge juteux et peu tannique comme un Grenache servi légèrement frais. Sans alcool : soda au guaraná bien frais ou eau pétillante au citron vert."
br_escondidinho,BR,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/384.jpg,3,Escondidinho,Cassava-topped bake,"Escondidinho de Carne Seca is a traditional Brazilian baked casserole where shredded carne seca is sautéed with onions and aromatics, then hidden under a smooth, buttery cassava purée and baked until bubbling and lightly browned on top. It is a comforting main dish often served at family lunches, typically accompanied by plain white rice and a simple tomato-onion salad for freshness.",Red wine (Merlot),"A medium-bodied red like Merlot pairs with the savory dried beef and the creamy cassava topping without overwhelming the dish. If you prefer white, choose a fuller white such as Chardonnay with restrained oak. Non-alcoholic pairing: chilled cashew juice or sparkling water with lime.",Escondidinho,Ovenschotel cassavetopping,"Escondidinho de Carne Seca is een traditionele Braziliaanse ovenschotel waarbij geplukte carne seca wordt gebakken met uien en aromaten, daarna verstopt onder een gladde boterige cassavepuree en gebakken tot hij borrelt en licht goudbruin is bovenop. Het is een troostrijke hoofdschotel die vaak wordt geserveerd bij familielunches, meestal met witte rijst en een eenvoudige tomaat-ui-salade voor frisheid.",Rode wijn (Merlot),"Een middelzware rode wijn zoals Merlot past goed bij het hartige gedroogde rundvlees en de romige cassavetopping zonder het gerecht te overheersen. Liever wit, kies dan een vollere witte wijn zoals Chardonnay met ingetogen hout. Alcoholvrij: gekoeld cashewsap of bruiswater met limoen.",Escondidinho,Auflauf mit Maniokhaube,"Escondidinho de Carne Seca ist ein traditioneller brasilianischer Auflauf, bei dem gezupfte Carne seca mit Zwiebeln und Aromaten angebraten und dann unter einem glatten buttrigen Maniokpüree versteckt und gebacken wird, bis er blubbert und oben leicht gebräunt ist. Es ist ein wohltuendes Hauptgericht, das oft bei Familienmittagessen serviert wird, typischerweise mit weißem Reis und einem einfachen Tomaten-Zwiebel-Salat für Frische.",Rotwein (Merlot),"Ein mittelkräftiger Rotwein wie Merlot passt gut zu herzhaftem Trockenfleisch und dem cremigen Maniok-Topping, ohne das Gericht zu überdecken. Wenn Sie Weißwein bevorzugen, wählen Sie einen volleren Weißwein wie Chardonnay mit zurückhaltendem Holzeinsatz. Alkoholfrei: gekühlter Cashewsaft oder Sprudelwasser mit Limette.",Escondidinho,Gratin coiffé de manioc,Vin rouge (Merlot),Gratin nappé de manioc,"Un rouge de corps moyen comme un Merlot s’accorde bien avec le bœuf séché savoureux et la garniture crémeuse au manioc sans dominer le plat. Si vous préférez le blanc, choisissez un blanc plus ample comme un Chardonnay au boisé discret. Sans alcool : jus de cajou bien frais ou eau pétillante au citron vert."
br_feijoada,BR,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/385.jpg,4,Feijoada,Black bean national stew,"Feijoada is Brazil’s iconic black bean and cured-meat stew, slowly simmered until the beans are creamy and the pork and beef become deeply savory. It is traditionally served as a generous shared meal with white rice, sautéed collard greens, farofa for crunch, orange slices to refresh the palate, and a simple hot pepper vinegar sauce on the side.",Red wine (Malbec),"A bold, juicy red like Malbec stands up to the smoky, salted meats and the rich bean broth. A dry, robust rosé can also work well when served cool. Non-alcoholic pairing: guaraná soda or sparkling water with lime to cut through the richness.",Feijoada,Nationale stoof zwarte bonen,"Feijoada is Brazilië’s iconische stoof van zwarte bonen en gezouten vlees, langzaam gesudderd tot de bonen romig zijn en het varkens- en rundvlees diep hartig wordt. Traditioneel wordt het als royale gedeelde maaltijd geserveerd met witte rijst, gebakken boerenkool, farofa voor crunch, partjes sinaasappel om het gehemelte op te frissen en een eenvoudige azijnsaus met hete peper erbij.",Rode wijn (Malbec),"Een krachtige, sappige rode wijn zoals Malbec kan de rokerige, gezouten vleessoorten en de rijke bonenbouillon goed aan. Een droge, stevige rosé werkt ook goed als die koel wordt geserveerd. Alcoholvrij: guaraná of bruiswater met limoen om door de rijkdom heen te snijden.",Feijoada,Eintopf schwarze Bohnen,"Feijoada ist Brasiliens ikonischer Eintopf aus schwarzen Bohnen und Pökelfleisch, langsam gekocht bis die Bohnen cremig und Schwein und Rind tief herzhaft werden. Traditionell wird sie als großzügige gemeinsame Mahlzeit mit weißem Reis, gebratenem Blattkohl, Farofa für Crunch, Orangenspalten zur Erfrischung des Gaumens und einer einfachen Essig-Chili-Sauce dazu serviert.",Rotwein (Malbec),"Ein kräftiger, saftiger Rotwein wie Malbec hält rauchigen, gesalzenen Fleischsorten und der reichhaltigen Bohnenbrühe gut stand. Ein trockener, kräftiger Rosé funktioniert ebenfalls gut, wenn er kühl serviert wird. Alkoholfrei: Guaraná-Limonade oder Sprudelwasser mit Limette, um die Fülle auszugleichen.",Feijoada,Ragoût haricots noirs,Vin rouge (Malbec),Ragoût national aux haricots noirs,Un rouge puissant et juteux comme un Malbec tient bien face aux viandes fumées et salées et au bouillon riche de haricots. Un rosé sec et structuré peut aussi très bien convenir servi frais. Sans alcool : soda au guaraná ou eau pétillante au citron vert pour alléger la richesse.
br_frango_com_quiabo,BR,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/386.jpg,3,Frango com quiabo,Chicken and okra classic,"Frango com Quiabo is a traditional Brazilian home-style dish, especially associated with Minas Gerais, where chicken pieces are browned and then simmered with garlic, onion, tomatoes, and tender okra in a savory broth until the sauce is rich and the meat is succulent. It is typically served with white rice and simple angu (cornmeal polenta) to catch the flavorful juices.",Red wine (Pinot Noir),"A light red like Pinot Noir pairs nicely with the savory chicken and herbaceous okra without overpowering the dish. If you prefer white, a crisp Sauvignon Blanc complements the tomato-garlic base. Non-alcoholic pairing: chilled sugarcane juice or sparkling water with lime.",Kip met okra,Kip en okra klassieker,"Frango com Quiabo is een traditioneel Braziliaans huisgerecht, vooral verbonden met Minas Gerais, waarbij stukken kip worden aangebraden en daarna gesudderd met knoflook, ui, tomaten en malse okra in een hartige bouillon tot de saus rijk is en het vlees sappig. Het wordt meestal geserveerd met witte rijst en eenvoudige angu (maïspolenta) om de smaakvolle sappen op te nemen.",Rode wijn (Pinot Noir),"Een lichte rode wijn zoals Pinot Noir past mooi bij de hartige kip en kruidige okra zonder het gerecht te overheersen. Liever wit, dan past een frisse Sauvignon Blanc goed bij de basis van tomaat en knoflook. Alcoholvrij: gekoeld suikerrietsap of bruiswater met limoen.",Hähnchen mit Okra,Hähnchen-Okra-Klassiker,"Frango com Quiabo ist ein traditionelles brasilianisches Hausgericht, besonders verbunden mit Minas Gerais, bei dem Hühnerstücke angebraten und dann mit Knoblauch, Zwiebeln, Tomaten und zarter Okra in einer herzhaften Brühe geschmort werden, bis die Sauce reichhaltig und das Fleisch saftig ist. Typischerweise wird es mit weißem Reis und einfachem Angu (Maispolenta) serviert, um die aromatischen Säfte aufzunehmen.",Rotwein (Pinot Noir),"Ein leichter Rotwein wie Pinot Noir passt gut zu herzhaftem Hähnchen und kräuteriger Okra, ohne das Gericht zu überdecken. Wenn Sie Weißwein bevorzugen, ergänzt ein frischer Sauvignon Blanc die Tomaten-Knoblauch-Basis. Alkoholfrei: gekühlter Zuckerrohrsaft oder Sprudelwasser mit Limette.",Poulet au gombo,Classique poulet-gombo,Vin rouge (Pinot Noir),Grand classique au poulet et au gombo,"Un rouge léger comme un Pinot Noir s’accorde joliment avec le poulet savoureux et le gombo aux herbes sans dominer le plat. Si vous préférez le blanc, un Sauvignon Blanc vif complète bien la base tomate-ail. Sans alcool : jus de canne à sucre bien frais ou eau pétillante au citron vert."
